id,code,status_id,branch_id,dat_ecode,mileage,built_year,created_on,created_by
7000867,CAR000867,5,19.0,E191,180635,2022,2024-11-15 20:51:00 UTC,4672
7000868,CAR000868,1,13.0,E565,200696,2022,2025-06-27 21:59:00 UTC,4787
7000869,CAR000869,1,19.0,E791,207781,2016,2025-01-31 14:11:00 UTC,1738
7000870,CAR000870,2,15.0,E285,227675,2019,2026-03-31 05:48:00 UTC,4665
7000871,CAR000871,3,17.0,E917,203875,2024,2025-11-21 05:03:00 UTC,8189
7000872,CAR000872,3,20.0,E580,55294,2025,2024-06-11 08:58:00 UTC,6964
7000873,CAR000873,5,7.0,E260,257320,2022,2025-01-05 21:28:00 UTC,1116
7000874,CAR000874,3,10.0,E794,51266,2022,2024-05-01 03:43:00 UTC,9177
7000875,CAR000875,2,14.0,E104,223303,2023,2024-07-29 20:51:00 UTC,6575
7000876,CAR000876,5,,E803,289514,2021,2025-02-20 16:35:00 UTC,2029
7000877,CAR000877,5,16.0,E305,182806,2023,2024-02-05 16:21:00 UTC,7201
7000878,CAR000878,2,7.0,E975,216336,2019,2025-05-05 18:18:00 UTC,5448
7000879,CAR000879,4,7.0,E253,257902,2021,2025-05-23 01:10:00 UTC,9073
7000880,CAR000880,3,20.0,E503,139326,2020,2025-11-04 13:56:00 UTC,9490
7000881,CAR000881,4,13.0,E733,136938,2024,2025-03-31 20:47:00 UTC,5343
7000882,CAR000882,3,12.0,E962,126102,2019,2025-03-29 23:05:00 UTC,8263
7000883,CAR000883,1,,E232,133743,2015,2024-09-15 10:41:00 UTC,6972
7000884,CAR000884,2,20.0,E762,3915,2023,2024-09-04 14:31:00 UTC,5471
7000885,CAR000885,5,13.0,E422,120008,2025,2025-11-26 23:33:00 UTC,5238
7000886,CAR000886,4,12.0,E386,291437,2015,2024-12-06 00:15:00 UTC,8897
7000887,CAR000887,2,18.0,E321,105187,2023,2025-06-21 00:23:00 UTC,7092
7000888,CAR000888,2,20.0,E223,130852,2021,2025-02-16 18:12:00 UTC,7222
7000889,CAR000889,1,9.0,E930,16296,2022,2024-11-06 23:33:00 UTC,4627
7000890,CAR000890,3,3.0,E460,1685,2021,2025-04-14 06:03:00 UTC,4578
7000891,CAR000891,1,11.0,E205,25059,2017,2024-06-29 22:16:00 UTC,7678
7000892,CAR000892,5,15.0,E746,227430,2018,2025-01-04 16:14:00 UTC,4311
7000893,CAR000893,3,,E537,140711,2021,2024-10-25 12:29:00 UTC,8075
7000894,CAR000894,2,5.0,E597,104057,2024,2026-02-02 01:15:00 UTC,8774
7000895,CAR000895,5,5.0,E901,29146,2024,2024-09-27 03:21:00 UTC,5647
7000896,CAR000896,1,1.0,E283,257499,2021,2026-04-17 02:03:00 UTC,1735
7000897,CAR000897,5,11.0,E217,206384,2019,2025-05-09 17:07:00 UTC,9482
7000898,CAR000898,4,16.0,E679,247065,2018,2024-09-25 18:56:00 UTC,9492
7000899,CAR000899,1,14.0,E189,139194,2019,2024-07-20 07:55:00 UTC,4521
7000900,CAR000900,3,9.0,E822,249018,2023,2024-11-25 14:55:00 UTC,4446
7000901,CAR000901,3,,E875,97166,2021,2024-12-15 00:51:00 UTC,1519
7000902,CAR000902,4,17.0,E581,176175,2021,2024-07-09 14:01:00 UTC,8707
7000903,CAR000903,5,,E222,84844,2024,2024-03-02 15:05:00 UTC,3987
7000904,CAR000904,1,7.0,E683,58560,2017,2024-09-01 23:25:00 UTC,4073
7000905,CAR000905,3,20.0,E760,274110,2019,2025-05-18 14:16:00 UTC,2678
7000906,CAR000906,2,16.0,E521,263431,2022,2025-12-17 23:13:00 UTC,1147
7000907,CAR000907,1,16.0,E692,35675,2015,2024-12-08 22:32:00 UTC,7626
7000908,CAR000908,1,14.0,E373,22406,2022,2025-10-18 11:07:00 UTC,1586
7000909,CAR000909,5,,E760,159015,2022,2025-04-10 16:13:00 UTC,9698
7000910,CAR000910,2,1.0,E333,134329,2023,2026-01-18 08:32:00 UTC,6755
7000911,CAR000911,3,,E391,4795,2019,2025-04-18 06:27:00 UTC,5297
7000912,CAR000912,2,17.0,E159,6185,2018,2025-09-27 04:30:00 UTC,2928
7000913,CAR000913,5,8.0,E910,205451,2019,2025-04-07 17:55:00 UTC,5025
7000914,CAR000914,4,17.0,E433,264494,2019,2026-01-27 02:27:00 UTC,5277
7000915,CAR000915,5,,E686,166387,2024,2024-09-30 01:35:00 UTC,4532
7000916,CAR000916,1,15.0,E741,195900,2021,2024-01-25 06:11:00 UTC,1083
7000917,CAR000917,4,20.0,E739,29356,2016,2025-12-31 10:09:00 UTC,6924
7000918,CAR000918,1,5.0,E721,211871,2021,2024-06-11 06:53:00 UTC,4208
7000919,CAR000919,2,8.0,E466,210479,2020,2024-08-12 00:38:00 UTC,5337
7000920,CAR000920,4,20.0,E758,62519,2020,2024-01-04 07:01:00 UTC,5508
7000921,CAR000921,2,,E574,110303,2017,2026-04-04 01:51:00 UTC,1421
7000922,CAR000922,5,12.0,E320,49977,2023,2024-04-30 04:55:00 UTC,6347
7000923,CAR000923,2,7.0,E180,279763,2017,2024-01-05 00:18:00 UTC,1638
7000924,CAR000924,4,17.0,E229,30080,2019,2026-02-15 22:54:00 UTC,9656
7000925,CAR000925,5,8.0,E157,182713,2019,2024-05-07 22:02:00 UTC,9694
7000926,CAR000926,2,17.0,E467,233503,2022,2024-10-21 22:28:00 UTC,8324
7000927,CAR000927,5,5.0,E377,173757,2025,2024-07-28 18:51:00 UTC,6364
7000928,CAR000928,1,12.0,E978,45378,2023,2024-08-30 16:53:00 UTC,3569
7000929,CAR000929,2,17.0,E991,73395,2021,2025-05-12 04:55:00 UTC,5497
7000930,CAR000930,1,17.0,E451,97818,2020,2024-05-14 18:22:00 UTC,6982
7000931,CAR000931,4,17.0,E902,276748,2025,2025-10-24 14:43:00 UTC,2298
7000932,CAR000932,1,8.0,E154,270118,2016,2024-12-10 10:37:00 UTC,7934
7000933,CAR000933,5,11.0,E965,160033,2019,2026-01-15 23:54:00 UTC,9221
7000934,CAR000934,3,1.0,E944,155230,2023,2025-04-09 12:06:00 UTC,5615
7000935,CAR000935,3,1.0,E622,72423,2025,2025-08-22 23:07:00 UTC,5182
7000936,CAR000936,3,2.0,E343,175292,2015,2024-10-22 13:45:00 UTC,8268
7000937,CAR000937,3,12.0,E902,185704,2024,2025-02-26 19:59:00 UTC,4446
7000938,CAR000938,5,3.0,E979,33507,2023,2025-01-12 10:32:00 UTC,3197
7000939,CAR000939,4,11.0,E407,235371,2022,2025-11-10 04:28:00 UTC,9137
7000940,CAR000940,5,6.0,E478,149830,2016,2025-05-19 08:23:00 UTC,3067
7000941,CAR000941,2,10.0,E854,131190,2022,2024-08-10 16:28:00 UTC,8699
7000942,CAR000942,4,2.0,E827,150434,2020,2025-09-22 01:01:00 UTC,6966
7000943,CAR000943,3,19.0,E804,219132,2022,2025-09-06 09:35:00 UTC,5344
7000944,CAR000944,4,5.0,E302,296509,2020,2026-01-06 03:27:00 UTC,7910
7000945,CAR000945,2,11.0,E472,116866,2020,2025-11-05 15:07:00 UTC,1489
7000946,CAR000946,4,9.0,E739,11916,2021,2024-06-21 14:27:00 UTC,5933
7000947,CAR000947,2,16.0,E251,254060,2021,2024-05-06 04:58:00 UTC,6905
7000948,CAR000948,3,4.0,E810,106884,2019,2024-07-21 02:18:00 UTC,2691
7000949,CAR000949,1,2.0,E447,149330,2020,2025-05-23 20:52:00 UTC,6511
7000950,CAR000950,3,12.0,E464,177271,2020,2025-07-23 07:50:00 UTC,8129
7000951,CAR000951,4,18.0,E779,113559,2018,2026-03-31 05:07:00 UTC,7111
7000952,CAR000952,4,14.0,E621,29295,2023,2026-03-24 21:30:00 UTC,6834
7000953,CAR000953,5,3.0,E130,264581,2021,2026-02-15 00:19:00 UTC,1832
7000954,CAR000954,4,3.0,E479,173820,2025,2024-10-27 06:05:00 UTC,8725
7000955,CAR000955,2,3.0,E740,240490,2024,2025-07-26 10:49:00 UTC,4793
7000956,CAR000956,4,2.0,E897,128176,2016,2024-08-16 12:35:00 UTC,7885
7000957,CAR000957,5,17.0,E659,184637,2025,2024-02-06 16:36:00 UTC,1400
7000958,CAR000958,3,18.0,E301,42040,2016,2024-03-31 01:23:00 UTC,2769
7000959,CAR000959,1,6.0,E515,150440,2015,2025-01-13 06:11:00 UTC,1540
7000960,CAR000960,2,7.0,E684,228241,2018,2025-09-17 22:12:00 UTC,9188
7000961,CAR000961,1,,E785,124838,2023,2025-08-24 01:11:00 UTC,8332
7000962,CAR000962,1,18.0,E645,111758,2023,2025-06-15 05:41:00 UTC,5868
7000963,CAR000963,1,14.0,E891,238400,2021,2024-10-17 14:33:00 UTC,7622
7000964,CAR000964,3,5.0,E856,5142,2023,2024-09-11 23:56:00 UTC,4810
7000965,CAR000965,1,6.0,E401,98699,2021,2024-11-02 16:44:00 UTC,8126
7000966,CAR000966,2,14.0,E414,145081,2015,2024-10-26 15:17:00 UTC,5221
7000967,CAR000967,2,,E883,88269,2022,2025-04-19 20:35:00 UTC,8112
7000968,CAR000968,5,,E435,272729,2016,2025-02-20 07:28:00 UTC,8772
7000969,CAR000969,5,19.0,E272,164106,2021,2025-03-30 09:17:00 UTC,9625
7000970,CAR000970,3,9.0,E493,114889,2024,2025-04-01 21:05:00 UTC,6487
7000971,CAR000971,3,11.0,E927,230198,2021,2024-09-12 02:51:00 UTC,6094
7000972,CAR000972,5,9.0,E110,81004,2025,2025-10-31 04:12:00 UTC,7207
7000973,CAR000973,1,18.0,E678,197624,2019,2026-03-22 18:48:00 UTC,7366
7000974,CAR000974,5,3.0,E224,282948,2017,2025-02-03 13:42:00 UTC,3279
7000975,CAR000975,2,9.0,E492,294698,2022,2025-08-13 04:15:00 UTC,3250
7000976,CAR000976,4,7.0,E335,255788,2023,2024-07-09 01:14:00 UTC,5421
7000977,CAR000977,1,7.0,E627,217884,2022,2024-02-24 12:43:00 UTC,5928
7000978,CAR000978,4,17.0,E350,27978,2019,2025-12-24 16:20:00 UTC,6401
7000979,CAR000979,3,,E894,236591,2025,2024-12-01 18:24:00 UTC,7543
7000980,CAR000980,3,15.0,E614,203046,2023,2025-10-29 21:58:00 UTC,1034
7000981,CAR000981,1,5.0,E505,252122,2025,2024-02-25 11:21:00 UTC,7952
7000982,CAR000982,5,9.0,E319,218176,2018,2024-09-24 20:16:00 UTC,3713
7000983,CAR000983,4,4.0,E361,228747,2020,2025-04-23 01:23:00 UTC,4160
7000984,CAR000984,1,2.0,E398,80128,2016,2024-09-14 08:11:00 UTC,9357
7000985,CAR000985,4,4.0,E986,194283,2017,2025-03-17 14:16:00 UTC,1830
7000986,CAR000986,5,3.0,E685,277656,2020,2024-09-12 10:05:00 UTC,1355
7000987,CAR000987,3,,E203,124434,2018,2026-04-03 10:26:00 UTC,6187
7000988,CAR000988,5,3.0,E740,138946,2018,2025-07-14 10:03:00 UTC,4041
7000989,CAR000989,5,16.0,E533,216354,2018,2024-07-09 22:36:00 UTC,4050
7000990,CAR000990,1,9.0,E231,109636,2018,2025-05-16 21:37:00 UTC,9977
7000991,CAR000991,1,17.0,E730,41590,2022,2024-04-08 00:25:00 UTC,1708
7000992,CAR000992,2,20.0,E183,278214,2019,2024-02-09 11:09:00 UTC,6727
7000993,CAR000993,3,19.0,E951,214085,2020,2025-04-15 20:49:00 UTC,1342
7000994,CAR000994,1,6.0,E459,226032,2016,2024-12-07 04:30:00 UTC,2852
7000995,CAR000995,3,17.0,E941,102575,2015,2026-04-01 09:13:00 UTC,6113
7000996,CAR000996,4,12.0,E226,116776,2015,2024-01-07 20:30:00 UTC,8014
7000997,CAR000997,2,5.0,E211,211477,2023,2024-03-19 00:38:00 UTC,8467
7000998,CAR000998,2,15.0,E212,149119,2022,2024-10-21 10:51:00 UTC,4919
7000999,CAR000999,2,3.0,E724,67196,2022,2024-06-07 01:18:00 UTC,5620
7001000,CAR001000,4,14.0,E521,185229,2021,2024-09-11 02:11:00 UTC,1708
7001001,CAR001001,4,3.0,E523,187543,2020,2024-06-28 07:12:00 UTC,9358
7001002,CAR001002,2,9.0,E564,171846,2020,2024-01-23 13:48:00 UTC,6543
7001003,CAR001003,2,2.0,E790,127853,2021,2024-06-02 13:29:00 UTC,8750
7001004,CAR001004,4,11.0,E215,5045,2015,2026-02-04 01:09:00 UTC,6836
7001005,CAR001005,4,18.0,E599,22846,2021,2026-02-05 21:59:00 UTC,1044
7001006,CAR001006,1,6.0,E185,274966,2016,2024-11-22 14:04:00 UTC,7276
7001007,CAR001007,2,6.0,E346,192352,2018,2025-04-09 22:38:00 UTC,4762
7001008,CAR001008,2,1.0,E744,195288,2019,2026-02-17 22:58:00 UTC,9679
7001009,CAR001009,3,3.0,E991,220468,2020,2024-10-15 23:37:00 UTC,8750
7001010,CAR001010,4,19.0,E403,99747,2017,2026-04-17 01:57:00 UTC,2773
7001011,CAR001011,1,5.0,E377,93608,2021,2025-12-24 16:14:00 UTC,5342
7001012,CAR001012,3,,E800,174496,2016,2025-02-26 23:33:00 UTC,1402
7001013,CAR001013,3,3.0,E976,34970,2020,2024-05-26 23:02:00 UTC,5993
7001014,CAR001014,3,4.0,E151,117055,2018,2025-07-11 16:02:00 UTC,5660
7001015,CAR001015,2,8.0,E526,107473,2018,2025-02-04 11:46:00 UTC,1106
7001016,CAR001016,3,10.0,E298,245036,2015,2024-11-19 15:45:00 UTC,1047
7001017,CAR001017,3,4.0,E515,139174,2018,2025-08-14 17:57:00 UTC,8386
7001018,CAR001018,2,4.0,E905,243442,2015,2025-04-04 01:40:00 UTC,5416
7001019,CAR001019,2,11.0,E820,89928,2023,2025-03-27 01:07:00 UTC,4669
7001020,CAR001020,5,16.0,E194,236447,2025,2024-08-05 20:52:00 UTC,9832
7001021,CAR001021,1,15.0,E487,234019,2020,2025-01-18 12:33:00 UTC,1603
7001022,CAR001022,4,8.0,E805,296071,2018,2024-12-29 19:06:00 UTC,1500
7001023,CAR001023,1,,E455,191360,2024,2026-02-20 22:04:00 UTC,2375
7001024,CAR001024,5,7.0,E353,39606,2022,2026-03-04 12:38:00 UTC,4471
7001025,CAR001025,4,1.0,E631,136109,2019,2025-01-19 09:41:00 UTC,1707
7001026,CAR001026,3,12.0,E947,79245,2020,2025-01-29 11:45:00 UTC,4319
7001027,CAR001027,4,13.0,E985,194289,2015,2025-01-12 14:01:00 UTC,5275
7001028,CAR001028,1,16.0,E650,168949,2021,2025-02-05 05:55:00 UTC,3411
7001029,CAR001029,4,4.0,E694,84946,2021,2025-10-30 23:11:00 UTC,1427
7001030,CAR001030,4,3.0,E224,295184,2021,2026-02-17 04:59:00 UTC,9397
7001031,CAR001031,1,20.0,E906,116490,2021,2024-01-21 23:07:00 UTC,1052
7001032,CAR001032,5,9.0,E964,2828,2023,2025-08-24 20:04:00 UTC,2101
7001033,CAR001033,1,7.0,E239,262931,2021,2025-10-31 14:03:00 UTC,3753
7001034,CAR001034,5,15.0,E576,258397,2022,2025-06-24 00:22:00 UTC,1815
7001035,CAR001035,5,15.0,E237,203216,2023,2024-03-27 08:42:00 UTC,3120
7001036,CAR001036,3,14.0,E763,211361,2019,2024-04-12 03:36:00 UTC,8110
7001037,CAR001037,2,,E425,190801,2021,2024-01-29 15:28:00 UTC,2836
7001038,CAR001038,1,12.0,E986,63980,2018,2025-08-30 05:09:00 UTC,7035
7001039,CAR001039,5,,E570,149011,2023,2025-02-14 07:54:00 UTC,3862
7001040,CAR001040,4,12.0,E208,223516,2022,2024-12-26 01:03:00 UTC,5352
7001041,CAR001041,4,,E584,100162,2020,2026-04-09 23:33:00 UTC,9869
7001042,CAR001042,1,16.0,E844,261381,2019,2024-05-03 17:08:00 UTC,9349
7001043,CAR001043,4,20.0,E344,196987,2024,2025-04-05 09:31:00 UTC,6457
7001044,CAR001044,2,18.0,E340,196477,2021,2025-11-01 17:19:00 UTC,8695
7001045,CAR001045,3,5.0,E891,19924,2016,2026-02-08 03:11:00 UTC,4279
7001046,CAR001046,3,14.0,E755,65533,2017,2024-03-04 22:24:00 UTC,7250
7001047,CAR001047,5,3.0,E682,221320,2024,2026-04-09 15:07:00 UTC,4099
7001048,CAR001048,1,7.0,E742,41004,2018,2024-08-03 11:15:00 UTC,8837
7001049,CAR001049,3,,E502,279066,2017,2025-07-24 06:02:00 UTC,9447
7001050,CAR001050,4,12.0,E337,124428,2020,2026-03-27 23:46:00 UTC,6431
7001051,CAR001051,2,2.0,E239,146104,2023,2024-07-01 13:44:00 UTC,9043
7001052,CAR001052,1,4.0,E290,293830,2017,2024-09-16 15:32:00 UTC,7606
7001053,CAR001053,2,10.0,E863,194142,2016,2025-08-28 21:37:00 UTC,8406
7001054,CAR001054,2,5.0,E692,116882,2016,2024-08-24 18:10:00 UTC,8217
7001055,CAR001055,4,11.0,E108,129080,2024,2025-10-22 14:32:00 UTC,5536
7001056,CAR001056,4,12.0,E956,30087,2020,2025-12-03 23:51:00 UTC,6335
7001057,CAR001057,4,16.0,E899,295935,2016,2025-05-08 22:42:00 UTC,8515
7001058,CAR001058,2,,E408,111982,2019,2024-11-03 06:04:00 UTC,6230
7001059,CAR001059,5,3.0,E170,174238,2022,2024-07-30 11:15:00 UTC,6762
7001060,CAR001060,4,6.0,E151,143435,2023,2024-02-02 18:09:00 UTC,1567
7001061,CAR001061,5,12.0,E561,185726,2021,2026-01-20 06:24:00 UTC,4054
7001062,CAR001062,2,19.0,E202,214352,2023,2025-09-18 08:12:00 UTC,7186
7001063,CAR001063,5,18.0,E422,171138,2015,2026-04-26 14:00:00 UTC,7549
7001064,CAR001064,5,,E379,140472,2016,2025-08-09 08:14:00 UTC,1990
7001065,CAR001065,1,10.0,E249,256215,2024,2026-03-15 22:04:00 UTC,8765
7001066,CAR001066,3,9.0,E961,79776,2016,2024-09-23 19:12:00 UTC,1022
7001067,CAR001067,1,17.0,E658,218924,2024,2024-04-19 16:51:00 UTC,2861
7001068,CAR001068,5,8.0,E478,236037,2020,2024-08-07 04:48:00 UTC,4442
7001069,CAR001069,5,,E179,53819,2016,2025-06-25 09:50:00 UTC,6323
7001070,CAR001070,2,10.0,E569,194688,2021,2026-01-03 15:02:00 UTC,1871
7001071,CAR001071,4,10.0,E961,85605,2021,2025-10-20 02:55:00 UTC,4069
7001072,CAR001072,3,10.0,E526,86284,2015,2024-11-05 10:58:00 UTC,3914
7001073,CAR001073,3,13.0,E737,89928,2017,2024-05-06 07:21:00 UTC,5095
7001074,CAR001074,4,3.0,E868,234215,2018,2025-08-06 09:00:00 UTC,5834
7001075,CAR001075,4,2.0,E920,179531,2019,2024-08-22 08:24:00 UTC,8737
7001076,CAR001076,1,14.0,E151,131985,2024,2025-12-02 01:46:00 UTC,9609
7001077,CAR001077,5,12.0,E210,206092,2018,2024-03-19 01:28:00 UTC,6526
7001078,CAR001078,1,6.0,E100,90368,2017,2024-05-16 02:16:00 UTC,5768
7001079,CAR001079,3,13.0,E168,201786,2023,2025-10-10 03:31:00 UTC,1681
7001080,CAR001080,3,,E949,46033,2023,2025-09-13 10:27:00 UTC,6501
7001081,CAR001081,2,,E301,228934,2021,2024-10-03 03:12:00 UTC,6892
7001082,CAR001082,5,11.0,E711,36304,2020,2026-01-18 00:08:00 UTC,8063
7001083,CAR001083,1,15.0,E762,52854,2025,2025-12-14 10:35:00 UTC,7114
7001084,CAR001084,2,19.0,E160,173592,2017,2026-01-14 15:35:00 UTC,5981
7001085,CAR001085,1,19.0,E983,61892,2025,2025-08-29 05:10:00 UTC,2681
7001086,CAR001086,5,19.0,E722,142733,2023,2025-10-28 09:10:00 UTC,2849
7001087,CAR001087,1,3.0,E321,270080,2020,2024-10-24 03:18:00 UTC,7500
7001088,CAR001088,5,4.0,E391,89294,2021,2025-08-14 18:12:00 UTC,6266
7001089,CAR001089,1,6.0,E940,17005,2016,2024-06-06 00:57:00 UTC,8376
7001090,CAR001090,1,20.0,E618,159715,2019,2024-11-05 01:09:00 UTC,8140
7001091,CAR001091,5,13.0,E512,191834,2024,2025-09-25 16:32:00 UTC,5870
7001092,CAR001092,5,5.0,E574,98841,2024,2025-07-10 02:44:00 UTC,3041
7001093,CAR001093,4,,E434,54362,2021,2024-09-10 21:24:00 UTC,6114
7001094,CAR001094,5,4.0,E420,101342,2017,2024-10-06 22:40:00 UTC,2862
7001095,CAR001095,1,4.0,E295,33315,2023,2025-07-27 20:01:00 UTC,6155
7001096,CAR001096,3,13.0,E948,280770,2017,2024-05-20 06:06:00 UTC,4863
7001097,CAR001097,3,1.0,E844,66737,2017,2024-10-23 05:34:00 UTC,5125
7001098,CAR001098,4,3.0,E744,128242,2017,2025-02-08 05:25:00 UTC,1164
7001099,CAR001099,3,6.0,E347,282488,2021,2024-05-22 10:15:00 UTC,8225
7001100,CAR001100,4,16.0,E494,16538,2019,2026-03-30 01:52:00 UTC,3205
7001101,CAR001101,5,18.0,E605,224664,2021,2025-09-25 23:12:00 UTC,8696
7001102,CAR001102,4,16.0,E983,71303,2016,2024-11-05 01:34:00 UTC,1650
7001103,CAR001103,2,10.0,E963,28136,2015,2025-04-04 20:21:00 UTC,4950
7001104,CAR001104,3,3.0,E119,259498,2017,2024-08-11 22:02:00 UTC,5647
7001105,CAR001105,2,12.0,E383,96864,2021,2026-03-28 14:51:00 UTC,6674
7001106,CAR001106,5,19.0,E787,109720,2024,2024-10-23 02:27:00 UTC,3914
7001107,CAR001107,2,19.0,E664,168280,2017,2025-05-12 13:48:00 UTC,4596
7001108,CAR001108,5,6.0,E914,269062,2024,2025-07-22 21:06:00 UTC,4124
7001109,CAR001109,2,15.0,E662,224597,2023,2025-01-25 20:12:00 UTC,1349
7001110,CAR001110,1,9.0,E284,122765,2020,2025-05-04 23:58:00 UTC,8481
7001111,CAR001111,1,17.0,E728,193526,2024,2026-03-02 20:14:00 UTC,4854
7001112,CAR001112,4,,E692,99087,2025,2024-03-13 02:46:00 UTC,2325
7001113,CAR001113,2,10.0,E824,246146,2015,2025-10-28 06:20:00 UTC,6671
7001114,CAR001114,1,16.0,E590,197585,2015,2024-01-08 15:54:00 UTC,5874
7001115,CAR001115,5,20.0,E726,210452,2018,2025-08-02 09:42:00 UTC,6677
7001116,CAR001116,4,14.0,E228,38063,2018,2025-04-12 12:32:00 UTC,9959
7001117,CAR001117,5,12.0,E174,135849,2023,2024-01-12 10:58:00 UTC,5578
7001118,CAR001118,2,6.0,E479,175488,2020,2026-01-27 11:17:00 UTC,2651
7001119,CAR001119,1,11.0,E727,36295,2020,2024-07-19 06:45:00 UTC,5819
7001120,CAR001120,2,,E805,186800,2016,2024-04-08 18:26:00 UTC,2630
7001121,CAR001121,4,10.0,E450,57232,2025,2024-01-27 19:26:00 UTC,4774
7001122,CAR001122,4,12.0,E851,6146,2020,2026-04-06 13:14:00 UTC,1498
7001123,CAR001123,2,16.0,E245,74749,2018,2024-09-14 02:31:00 UTC,5273
7001124,CAR001124,4,17.0,E905,245382,2015,2024-05-17 13:55:00 UTC,4255
7001125,CAR001125,2,,E945,286733,2016,2026-04-25 21:11:00 UTC,3292
7001126,CAR001126,1,17.0,E935,299950,2018,2025-06-12 02:28:00 UTC,6788
7001127,CAR001127,3,5.0,E940,63917,2016,2024-11-10 21:28:00 UTC,3641
7001128,CAR001128,5,14.0,E350,262118,2018,2025-03-27 23:20:00 UTC,2152
7001129,CAR001129,2,8.0,E207,9466,2023,2024-03-30 09:38:00 UTC,9255
7001130,CAR001130,1,14.0,E849,176284,2024,2025-02-16 05:15:00 UTC,5250
7001131,CAR001131,2,18.0,E197,268088,2015,2025-11-20 00:01:00 UTC,4988
7001132,CAR001132,5,12.0,E832,49590,2025,2025-12-22 13:19:00 UTC,1613
7001133,CAR001133,5,5.0,E411,40742,2019,2024-02-15 04:04:00 UTC,1388
7001134,CAR001134,1,5.0,E630,138253,2021,2025-07-11 02:28:00 UTC,2026
7001135,CAR001135,4,18.0,E556,101432,2017,2025-03-10 20:35:00 UTC,2052
7001136,CAR001136,5,16.0,E982,6633,2018,2024-10-15 18:38:00 UTC,3103
7001137,CAR001137,3,,E607,135119,2018,2024-01-22 08:12:00 UTC,4357
7001138,CAR001138,1,2.0,E521,190385,2016,2024-11-10 09:08:00 UTC,1737
7001139,CAR001139,4,1.0,E167,7284,2025,2026-04-04 00:18:00 UTC,5788
7001140,CAR001140,2,11.0,E475,176090,2022,2024-04-23 06:07:00 UTC,5971
7001141,CAR001141,4,5.0,E801,68058,2025,2024-05-16 01:46:00 UTC,4801
7001142,CAR001142,4,5.0,E772,45609,2022,2025-09-03 11:27:00 UTC,7189
7001143,CAR001143,5,20.0,E876,294235,2024,2026-03-24 02:45:00 UTC,9139
7001144,CAR001144,4,16.0,E533,250624,2022,2026-01-02 17:57:00 UTC,7079
7001145,CAR001145,4,15.0,E772,41085,2017,2024-03-06 06:32:00 UTC,4491
7001146,CAR001146,5,19.0,E328,240322,2025,2025-09-13 17:05:00 UTC,3633
7001147,CAR001147,4,8.0,E139,145132,2020,2024-02-12 08:32:00 UTC,2915
7001148,CAR001148,3,17.0,E519,268285,2016,2025-08-24 08:20:00 UTC,8475
7001149,CAR001149,3,4.0,E651,292252,2025,2026-04-28 23:14:00 UTC,1501
7001150,CAR001150,4,10.0,E845,21997,2018,2025-05-25 18:42:00 UTC,2752
7001151,CAR001151,3,17.0,E439,102033,2024,2024-12-22 15:51:00 UTC,2737
7001152,CAR001152,3,8.0,E777,206152,2017,2026-02-24 17:40:00 UTC,1540
7001153,CAR001153,3,20.0,E295,124489,2024,2025-01-05 08:52:00 UTC,3993
7001154,CAR001154,5,11.0,E357,17303,2021,2025-04-03 02:43:00 UTC,4733
7001155,CAR001155,4,15.0,E108,74543,2015,2025-06-12 10:54:00 UTC,8671
7001156,CAR001156,3,7.0,E569,294036,2025,2025-10-12 02:49:00 UTC,5572
7001157,CAR001157,3,12.0,E798,183579,2020,2024-07-09 01:43:00 UTC,4588
7001158,CAR001158,3,2.0,E560,271610,2024,2025-11-20 10:17:00 UTC,7769
7001159,CAR001159,5,17.0,E650,87372,2025,2025-04-11 14:44:00 UTC,3218
7001160,CAR001160,1,2.0,E566,74315,2025,2026-03-29 03:48:00 UTC,1149
7001161,CAR001161,5,10.0,E606,36678,2016,2024-10-10 00:49:00 UTC,3847
7001162,CAR001162,4,12.0,E784,258835,2023,2024-10-29 12:06:00 UTC,1255
7001163,CAR001163,1,10.0,E665,225145,2021,2024-10-13 03:56:00 UTC,8921
7001164,CAR001164,3,9.0,E252,228228,2017,2024-03-24 16:26:00 UTC,5789
7001165,CAR001165,3,19.0,E661,218279,2022,2024-11-03 15:03:00 UTC,2346
7001166,CAR001166,5,15.0,E577,8224,2018,2024-04-27 00:07:00 UTC,4968
7001167,CAR001167,1,10.0,E775,155013,2018,2024-06-09 10:29:00 UTC,1477
7001168,CAR001168,3,13.0,E775,222849,2023,2025-04-19 07:08:00 UTC,8911
7001169,CAR001169,1,7.0,E754,30909,2019,2025-11-04 08:38:00 UTC,4728
7001170,CAR001170,4,15.0,E739,263254,2024,2025-06-09 03:51:00 UTC,3338
7001171,CAR001171,5,6.0,E390,245903,2015,2024-09-24 12:53:00 UTC,5628
7001172,CAR001172,2,2.0,E195,269255,2021,2025-06-24 03:06:00 UTC,5725
7001173,CAR001173,1,9.0,E465,199681,2020,2024-09-07 04:15:00 UTC,2587
7001174,CAR001174,4,12.0,E708,43296,2022,2025-06-06 03:10:00 UTC,1931
7001175,CAR001175,2,15.0,E377,104709,2017,2024-01-23 07:17:00 UTC,6801
7001176,CAR001176,3,1.0,E932,174331,2018,2025-01-25 21:30:00 UTC,7224
7001177,CAR001177,2,7.0,E226,39293,2020,2024-05-21 10:05:00 UTC,5224
7001178,CAR001178,1,19.0,E956,15165,2025,2024-04-21 20:04:00 UTC,3252
